ApsimVersion = 7.6
Title = PFnew agwt
           Date  AboveGroundWt  BelowGroundWt   surfaceom_wt
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)        (kg/ha)
     08/12/2009          872.7         3341.4         1397.6
     09/12/2009          872.7         3341.4         1397.6
     10/12/2009          872.7         3341.4         1397.6
     11/12/2009          872.7         3341.4         1397.6
     12/12/2009          872.7         3341.4         1397.6
     13/12/2009          872.7         3341.4         1397.6
     14/12/2009          872.7         3341.4         1397.6
     15/12/2009          872.7         3341.4         1397.6
     16/12/2009          872.7         3341.4         1397.6
     17/12/2009          872.7         3341.4         1397.6
     18/12/2009          872.7         3341.4         1397.6
     19/12/2009          872.7         3341.4         1397.6
     20/12/2009          872.7         3341.4         1397.6
     21/12/2009          872.7         3341.4         1397.6
     22/12/2009          872.7         3341.4         1397.6
     23/12/2009          872.7         3341.4         1397.6
     24/12/2009          872.7         3341.4         1397.6
     25/12/2009          872.7         3341.4         1397.6
     26/12/2009          872.7         3341.4         1397.6
     27/12/2009          872.7         3341.4         1397.6
     28/12/2009          872.7         3341.4         1397.6
     29/12/2009          872.7         3341.4         1397.6
     30/12/2009          872.7         3341.4         1397.6
     31/12/2009          872.7         3341.4         1397.6
     01/01/2010          872.7         3341.4         1397.6
     02/01/2010          872.7         3341.4         1397.6
     03/01/2010          872.7         3341.4         1397.6
     04/01/2010          872.7         3341.4         1397.6
     05/01/2010          872.7         3341.4         1397.6
